tag,B,family,point,delta_R_weighted_nonfail,delta_R_count,delta_R_count_nonfail,delta_clean_starts,delta_clean_ratio,delta_starts,delta_attack_starts,delta_busy_steps,delta_utilization,delta_failures,delta_attack_failures,delta_clean_failures,delta_cost_per_step,delta_D95,delta_expired,delta_horizon,delta_final_active_Tminus1,delta_unfinished_T,delta_idle_with_waiting,delta_competition_steps,delta_no_eligible_with_free_waiting,delta_expiry_with_free_slot
cfA_frontloaded_0_seed20260511_off1020,2,A,ALL_ACCEPT,0.02347188264058675,0.05555555555555558,0.05128205128205132,34,0.8292682926829268,47,13,49,0.04537037037037034,2,1,1,3.0569993527881376,0.0,-47,0,0,0,-154,-104,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,NONE_ACCEPT,-0.9525672371638142,-0.9444444444444444,-0.905982905982906,-7,-0.17073170731707318,-228,-221,-336,-0.3111111111111111,-12,-9,-3,-13.678834849523382,,-47,0,0,0,-154,-158,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q10,0.022004889975550168,0.05128205128205132,0.04700854700854695,16,0.3902439024390244,28,12,30,0.02777777777777779,2,1,1,1.3551465128844438,0.0,-47,0,0,0,-154,-105,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q25,0.0029339853300733854,-0.008547008547008517,-0.008547008547008517,1,0.02439024390243902,-1,-2,1,0.0009259259259259411,1,0,1,-0.1214132103112231,0.0,-47,0,0,0,-154,-105,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q50,-0.11931540342298286,-0.30341880341880334,-0.2777777777777778,-6,-0.14634146341463417,-77,-71,-75,-0.06944444444444445,-9,-6,-3,-4.340804200972595,1.0,-47,0,0,0,-154,-106,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q60,-0.18044009779951098,-0.3803418803418803,-0.3418803418803419,-7,-0.17073170731707318,-96,-89,-95,-0.08796296296296297,-12,-9,-3,-5.476925236184551,1.0,-47,0,0,0,-154,-109,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q70,-0.3603911980440099,-0.5299145299145298,-0.49145299145299143,-7,-0.17073170731707318,-131,-124,-155,-0.14351851851851852,-12,-9,-3,-7.936096619871725,0.0,-47,0,0,0,-154,-123,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q80,-0.5980440097799511,-0.7136752136752136,-0.6752136752136753,-7,-0.17073170731707318,-174,-167,-244,-0.22592592592592592,-12,-9,-3,-10.654424477272892,-2.0,-47,0,0,0,-154,-156,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,A,Q90,-0.7618581907090465,-0.829059829059829,-0.7905982905982906,-7,-0.17073170731707318,-201,-194,-295,-0.27314814814814814,-12,-9,-3,-12.173325588647488,-2.0,-47,0,0,0,-154,-158,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,B,ALL_ACCEPT,0.016136919315403397,0.05128205128205132,0.04700854700854695,34,0.8292682926829268,46,12,46,0.04259259259259257,2,1,1,2.950237066539488,0.0,-46,0,0,0,-154,-105,-87,-45
cfA_frontloaded_0_seed20260511_off1020,2,B,NONE_ACCEPT,-0.9525672371638142,-0.9444444444444444,-0.905982905982906,-7,-0.17073170731707318,-228,-221,-336,-0.3111111111111111,-12,-9,-3,-13.678834849523382,,-47,0,0,0,-154,-158,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,B,Q10,0.014669926650366816,0.047008547008547064,0.042735042735042694,18,0.4390243902439024,29,11,29,0.02685185185185185,2,1,1,1.5074313072060352,0.0,-46,0,0,0,-154,-107,-87,-45
cfA_frontloaded_0_seed20260511_off1020,2,B,Q25,-0.004400977995109967,-0.012820512820512775,-0.012820512820512775,-1,-0.024390243902439046,-4,-3,-4,-0.003703703703703709,-1,0,-1,-0.1618907781441692,0.0,-46,0,0,0,-154,-107,-87,-45
cfA_frontloaded_0_seed20260511_off1020,2,B,Q50,-0.15207823960880207,-0.3205128205128205,-0.2991452991452992,-6,-0.14634146341463417,-81,-75,-82,-0.07592592592592592,-8,-5,-3,-4.968751375450978,0.0,-46,0,0,0,-154,-115,-87,-45
cfA_frontloaded_0_seed20260511_off1020,2,B,Q60,-0.2132029339853302,-0.38888888888888884,-0.3632478632478633,-6,-0.14634146341463417,-97,-91,-102,-0.09444444444444444,-9,-6,-3,-5.786658250407085,0.0,-46,0,0,0,-154,-120,-87,-45
cfA_frontloaded_0_seed20260511_off1020,2,B,Q70,-0.3848410757946211,-0.5384615384615384,-0.5,-7,-0.17073170731707318,-133,-126,-169,-0.1564814814814815,-12,-9,-3,-8.040602293276557,-1.0,-47,0,0,0,-154,-148,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,B,Q80,-0.5794621026894866,-0.688034188034188,-0.6495726495726496,-7,-0.17073170731707318,-168,-161,-236,-0.21851851851851853,-12,-9,-3,-10.174149970612557,-2.0,-47,0,0,0,-154,-158,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,B,Q90,-0.7887530562347188,-0.8461538461538461,-0.8076923076923077,-7,-0.17073170731707318,-205,-198,-304,-0.2814814814814815,-12,-9,-3,-12.487169373643079,-2.0,-47,0,0,0,-154,-158,-87,-46
cfA_frontloaded_0_seed20260511_off1020,2,D,FIXED,0.007334963325183463,0.004273504273504258,0.004273504273504258,0,0.0,1,1,3,0.002777777777777768,0,0,0,0.10676228624865125,1.0,-1,0,0,0,-2,-1,-3,0
cfA_frontloaded_1_seed20260512_off1080,1,A,ALL_ACCEPT,0.034294234592445294,0.15246636771300448,0.13901345291479816,73,0.9240506329113924,107,34,111,0.20555555555555555,16,3,13,5.97243225100798,1.0,-107,0,0,0,-158,-164,-158,-107
cfA_frontloaded_1_seed20260512_off1080,1,A,NONE_ACCEPT,-0.6535785288270378,-0.6322869955156951,-0.6278026905829597,-6,-0.0759493670886076,-147,-141,-214,-0.3962962962962963,-3,-1,-2,-10.308852665553427,,-155,0,0,0,-158,-330,-158,-137
cfA_frontloaded_1_seed20260512_off1080,1,A,Q10,0.02982107355864816,0.13901345291479816,0.12556053811659185,43,0.5443037974683544,74,31,78,0.14444444444444443,15,3,12,4.300749323366073,1.0,-107,0,0,0,-158,-170,-158,-107
cfA_frontloaded_1_seed20260512_off1080,1,A,Q25,0.008946322067594492,0.0717488789237668,0.06278026905829592,18,0.22784810126582278,34,16,38,0.07037037037037036,9,2,7,2.209017824183409,1.0,-107,0,0,0,-158,-170,-158,-107
cfA_frontloaded_1_seed20260512_off1080,1,A,Q50,-0.07256461232604372,-0.17937219730941711,-0.17937219730941706,0,0.0,-40,-40,-36,-0.06666666666666671,-2,0,-2,-3.1575954708738463,1.0,-114,0,0,0,-158,-172,-158,-112
cfA_frontloaded_1_seed20260512_off1080,1,A,Q60,-0.09642147117296229,-0.20627802690582964,-0.2017937219730942,-3,-0.0379746835443038,-49,-46,-41,-0.07592592592592595,-3,-1,-2,-4.07803943186408,1.0,-119,0,0,0,-158,-179,-158,-115
cfA_frontloaded_1_seed20260512_off1080,1,A,Q70,-0.1341948310139165,-0.24215246636771304,-0.2376681614349776,-5,-0.06329113924050633,-59,-54,-58,-0.10740740740740745,-3,-1,-2,-4.432084040929922,1.0,-141,0,0,0,-158,-202,-158,-130
cfA_frontloaded_1_seed20260512_off1080,1,A,Q80,-0.28330019880715707,-0.367713004484305,-0.36322869955156956,-6,-0.0759493670886076,-88,-82,-117,-0.21666666666666667,-3,-1,-2,-6.003304733771643,-6.0,-155,0,0,0,-158,-299,-158,-137
cfA_frontloaded_1_seed20260512_off1080,1,A,Q90,-0.5318091451292247,-0.5515695067264574,-0.547085201793722,-6,-0.0759493670886076,-129,-123,-191,-0.35370370370370374,-3,-1,-2,-8.945147503889226,-7.0,-155,0,0,0,-158,-325,-158,-137
cfA_frontloaded_1_seed20260512_off1080,1,B,ALL_ACCEPT,0.031809145129224725,0.13452914798206272,0.13452914798206272,73,0.9240506329113924,103,30,106,0.19629629629629625,13,0,13,5.472940469188151,-4.0,-103,0,0,0,-158,-178,-158,-106
cfA_frontloaded_1_seed20260512_off1080,1,B,NONE_ACCEPT,-0.6535785288270378,-0.6322869955156951,-0.6278026905829597,-6,-0.0759493670886076,-147,-141,-214,-0.3962962962962963,-3,-1,-2,-10.308852665553427,,-155,0,0,0,-158,-330,-158,-137
cfA_frontloaded_1_seed20260512_off1080,1,B,Q10,0.02882703777335993,0.12556053811659185,0.12556053811659185,47,0.5949367088607596,75,28,78,0.14444444444444443,12,0,12,4.00778769606743,-4.0,-103,0,0,0,-158,-178,-158,-106
cfA_frontloaded_1_seed20260512_off1080,1,B,Q25,0.00497017892644136,0.049327354260089606,0.053811659192825045,16,0.20253164556962022,27,11,30,0.055555555555555525,4,-1,5,1.4046519052030408,-2.6500000000000057,-103,0,0,0,-158,-178,-158,-106
cfA_frontloaded_1_seed20260512_off1080,1,B,Q50,-0.08896620278330025,-0.2017937219730942,-0.19730941704035876,-1,-0.012658227848101264,-46,-45,-44,-0.08148148148148149,-3,-1,-2,-3.6385654758742882,-2.0,-116,0,0,0,-158,-181,-158,-114
cfA_frontloaded_1_seed20260512_off1080,1,B,Q60,-0.10536779324055667,-0.2197309417040359,-0.21524663677130046,-2,-0.025316455696202535,-51,-49,-49,-0.09074074074074073,-3,-1,-2,-3.961586855240161,-2.0,-125,0,0,0,-158,-188,-158,-117
cfA_frontloaded_1_seed20260512_off1080,1,B,Q70,-0.15258449304174948,-0.26008968609865474,-0.2556053811659193,-5,-0.06329113924050633,-63,-58,-70,-0.12962962962962965,-3,-1,-2,-4.413841251530709,-2.0,-142,0,0,0,-158,-222,-158,-130
cfA_frontloaded_1_seed20260512_off1080,1,B,Q80,-0.3538767395626243,-0.4125560538116593,-0.40807174887892383,-6,-0.0759493670886076,-98,-92,-132,-0.24444444444444446,-3,-1,-2,-6.405839051874331,-6.0,-154,0,0,0,-158,-299,-158,-136
cfA_frontloaded_1_seed20260512_off1080,1,B,Q90,-0.5417495029821073,-0.5560538116591929,-0.5515695067264574,-6,-0.0759493670886076,-130,-124,-192,-0.35555555555555557,-3,-1,-2,-8.965088058768302,-8.8,-155,0,0,0,-158,-329,-158,-137
cfA_frontloaded_1_seed20260512_off1080,1,D,FIXED,-0.012922465208747513,0.004484304932735328,0.0,0,0.0,1,1,-1,-0.0018518518518518823,1,1,0,0.410407172208787,0.0,-1,0,0,0,6,16,6,-2
cfA_frontloaded_1_seed20260512_off1080,2,A,ALL_ACCEPT,0.03727634194830998,0.09865470852017932,0.09417040358744388,64,0.810126582278481,86,22,86,0.07962962962962966,10,1,9,4.485326284170853,-1.0,-86,0,0,0,-180,-147,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,NONE_ACCEPT,-0.9438369781312128,-0.9013452914798207,-0.8878923766816144,-15,-0.189873417721519,-216,-201,-331,-0.30648148148148147,-9,-3,-6,-15.0550036377488,,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q10,0.03280318091451284,0.08520179372197301,0.08071748878923768,34,0.430379746835443,53,19,53,0.0490740740740741,9,1,8,2.8136433565289423,-1.0,-86,0,0,0,-180,-147,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q25,0.011928429423459286,0.017937219730941645,0.017937219730941645,9,0.11392405063291139,13,4,13,0.012037037037037068,3,0,3,0.7219118573462833,0.0,-86,0,0,0,-180,-147,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q50,-0.1093439363817098,-0.26457399103139023,-0.25560538116591924,-9,-0.1139240506329114,-68,-59,-69,-0.06388888888888888,-8,-2,-6,-4.888584545187037,0.0,-86,0,0,0,-180,-153,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q60,-0.16053677932405575,-0.31390134529147984,-0.3004484304932735,-12,-0.1518987341772152,-82,-70,-86,-0.0796296296296296,-9,-3,-6,-5.950329905074314,0.0,-86,0,0,0,-180,-157,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q70,-0.32007952286282315,-0.4484304932735427,-0.43497757847533636,-14,-0.17721518987341772,-114,-100,-149,-0.13796296296296295,-9,-3,-6,-8.018967476823374,-1.0,-86,0,0,0,-180,-185,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q80,-0.5735586481113321,-0.6367713004484306,-0.6233183856502242,-15,-0.189873417721519,-157,-142,-234,-0.21666666666666665,-9,-3,-6,-10.749455705967016,-2.0,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,A,Q90,-0.8220675944333997,-0.820627802690583,-0.8071748878923767,-15,-0.189873417721519,-198,-183,-308,-0.28518518518518515,-9,-3,-6,-13.691298476084599,-2.0,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,B,ALL_ACCEPT,0.029821073558647937,0.09417040358744388,0.08968609865470856,64,0.810126582278481,85,21,85,0.07870370370370372,10,1,9,4.309903100949441,-1.0,-85,0,0,0,-180,-146,-132,-84
cfA_frontloaded_1_seed20260512_off1080,2,B,NONE_ACCEPT,-0.9438369781312128,-0.9013452914798207,-0.8878923766816144,-15,-0.189873417721519,-216,-201,-331,-0.30648148148148147,-9,-3,-6,-15.0550036377488,,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,B,Q10,0.026838966202783365,0.08520179372197301,0.08071748878923768,38,0.4810126582278481,57,19,57,0.05277777777777781,9,1,8,2.84475032782872,-1.0,-85,0,0,0,-180,-146,-132,-84
cfA_frontloaded_1_seed20260512_off1080,2,B,Q25,0.0029821073558647937,0.008968609865470767,0.008968609865470878,7,0.08860759493670883,9,2,9,0.00833333333333336,1,0,1,0.241614536964331,-1.0,-85,0,0,0,-180,-146,-132,-84
cfA_frontloaded_1_seed20260512_off1080,2,B,Q50,-0.14811133200795235,-0.30044843049327363,-0.29147982062780275,-10,-0.12658227848101267,-77,-67,-81,-0.07499999999999998,-8,-2,-6,-5.977540340205866,0.0,-85,0,0,0,-180,-158,-132,-84
cfA_frontloaded_1_seed20260512_off1080,2,B,Q60,-0.2092445328031809,-0.3587443946188341,-0.3452914798206278,-11,-0.13924050632911394,-91,-80,-105,-0.09722222222222221,-9,-3,-6,-6.6974578380404175,-0.20000000000000284,-85,0,0,0,-180,-165,-132,-84
cfA_frontloaded_1_seed20260512_off1080,2,B,Q70,-0.3558648111332009,-0.47085201793721976,-0.45739910313901344,-14,-0.17721518987341772,-119,-105,-164,-0.15185185185185185,-9,-3,-6,-8.411277699354336,-2.0,-86,0,0,0,-180,-196,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,B,Q80,-0.6366799204771373,-0.6771300448430494,-0.6636771300448431,-15,-0.189873417721519,-166,-151,-246,-0.22777777777777775,-9,-3,-6,-11.111373224250466,-2.0,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,B,Q90,-0.8320079522862824,-0.8251121076233184,-0.8116591928251121,-15,-0.189873417721519,-199,-184,-309,-0.2861111111111111,-9,-3,-6,-13.711239030963675,-2.0,-86,0,0,0,-180,-203,-132,-85
cfA_frontloaded_1_seed20260512_off1080,2,D,FIXED,0.00745526838966204,0.004484304932735328,0.004484304932735439,0,0.0,1,1,1,0.0009259259259259411,0,0,0,0.1754231832214117,0.0,-1,0,0,0,0,-3,0,0
cfB_backloaded_0_seed20260521_off1140,1,A,ALL_ACCEPT,0.003990422984836317,0.040609137055837574,0.035532994923857864,46,0.9387755102040817,54,8,62,0.11481481481481481,7,1,6,3.7838324257534257,2.0,-53,-1,0,0,-89,-76,-89,-53
cfB_backloaded_0_seed20260521_off1140,1,A,NONE_ACCEPT,-0.7585794094173983,-0.8223350253807107,-0.7918781725888325,-3,-0.061224489795918366,-165,-162,-206,-0.3814814814814815,-6,-6,0,-10.8807767415435,,-80,-1,0,0,-89,-246,-89,-73
cfB_backloaded_0_seed20260521_off1140,1,A,Q10,0.0027932960893853886,0.035532994923857864,0.030456852791878153,25,0.5102040816326531,32,7,40,0.07407407407407407,6,1,5,2.2337838501883276,2.0,-53,-1,0,0,-89,-84,-89,-53
cfB_backloaded_0_seed20260521_off1140,1,A,Q25,-0.0007980845969673966,0.02030456852791873,0.015228426395939021,6,0.12244897959183675,10,4,17,0.0314814814814815,3,1,2,0.648218444189288,2.0,-53,-1,0,0,-89,-85,-89,-53
cfB_backloaded_0_seed20260521_off1140,1,A,Q50,-0.10933758978451724,-0.29441624365482233,-0.284263959390863,0,0.0,-58,-58,-54,-0.09999999999999998,-2,-2,0,-4.955019874854456,2.0,-54,-1,0,0,-89,-120,-89,-54
cfB_backloaded_0_seed20260521_off1140,1,A,Q60,-0.15841979249800486,-0.39086294416243655,-0.3654822335025381,-2,-0.04081632653061225,-79,-77,-76,-0.14074074074074075,-5,-5,0,-6.288023478298017,2.0,-54,-1,0,0,-89,-144,-89,-54
cfB_backloaded_0_seed20260521_off1140,1,A,Q70,-0.19672785315243424,-0.4568527918781726,-0.4263959390862945,-3,-0.061224489795918366,-93,-90,-95,-0.17592592592592593,-6,-6,0,-7.274734877442718,2.0,-56,-1,0,0,-89,-148,-89,-56
cfB_backloaded_0_seed20260521_off1140,1,A,Q80,-0.23064644852354366,-0.5025380710659899,-0.4720812182741117,-3,-0.061224489795918366,-102,-99,-105,-0.19444444444444445,-6,-6,0,-8.005687036633006,2.0,-58,-1,0,0,-89,-148,-89,-58
cfB_backloaded_0_seed20260521_off1140,1,A,Q90,-0.197126895450918,-0.48223350253807107,-0.4517766497461929,-3,-0.061224489795918366,-98,-95,-105,-0.19444444444444445,-6,-6,0,-7.596434569366815,2.0,-76,-1,0,0,-89,-154,-89,-69
cfB_backloaded_0_seed20260521_off1140,1,B,ALL_ACCEPT,-0.0035913806863527853,0.015228426395939021,0.015228426395939021,46,0.9387755102040817,49,3,50,0.09259259259259262,6,0,6,3.5170409670460447,-1.0,-48,-1,0,0,-89,-88,-89,-52
cfB_backloaded_0_seed20260521_off1140,1,B,NONE_ACCEPT,-0.7585794094173983,-0.8223350253807107,-0.7918781725888325,-3,-0.061224489795918366,-165,-162,-206,-0.3814814814814815,-6,-6,0,-10.8807767415435,,-80,-1,0,0,-89,-246,-89,-73
cfB_backloaded_0_seed20260521_off1140,1,B,Q10,-0.004788507581803603,0.010152284263959421,0.01015228426395931,30,0.6122448979591837,32,2,33,0.061111111111111116,5,0,5,2.3742108354449343,-1.0,-48,-1,0,0,-89,-96,-89,-52
cfB_backloaded_0_seed20260521_off1140,1,B,Q25,-0.010774142059058134,-0.015228426395939132,-0.015228426395939132,6,0.12244897959183675,3,-3,3,0.005555555555555536,2,0,2,0.2548669908387957,-1.0,-48,-1,0,0,-89,-97,-89,-52
cfB_backloaded_0_seed20260521_off1140,1,B,Q50,-0.08499600957701525,-0.2690355329949239,-0.25380710659898487,-1,-0.020408163265306124,-54,-53,-56,-0.10370370370370369,-3,-3,0,-4.107950014236442,-1.0,-55,-1,0,0,-89,-142,-89,-57
cfB_backloaded_0_seed20260521_off1140,1,B,Q60,-0.14684756584197944,-0.3857868020304569,-0.35532994923857875,-1,-0.020408163265306124,-77,-76,-79,-0.14629629629629629,-6,-6,0,-5.757871974931377,-1.0,-56,-1,0,0,-89,-148,-89,-57
cfB_backloaded_0_seed20260521_off1140,1,B,Q70,-0.18196328810853957,-0.44162436548223355,-0.4111675126903554,-3,-0.061224489795918366,-90,-87,-96,-0.17777777777777778,-6,-6,0,-6.636745208884335,-1.0,-58,-1,0,0,-89,-150,-89,-59
cfB_backloaded_0_seed20260521_off1140,1,B,Q80,-0.2011173184357543,-0.4720812182741117,-0.44162436548223355,-3,-0.061224489795918366,-96,-93,-104,-0.1925925925925926,-6,-6,0,-7.092836833961776,-1.0,-61,-1,0,0,-89,-152,-89,-61
cfB_backloaded_0_seed20260521_off1140,1,B,Q90,-0.21069433359936174,-0.4873096446700508,-0.4568527918781726,-3,-0.061224489795918366,-99,-96,-108,-0.19999999999999998,-6,-6,0,-7.408608808088825,-1.0,-68,-1,0,0,-89,-153,-89,-64
cfB_backloaded_0_seed20260521_off1140,1,D,FIXED,-0.015562649640861959,0.0,0.0,0,0.0,0,0,8,0.014814814814814836,0,0,0,-0.20240732544772655,2.0,0,0,0,0,0,9,0,-2
cfB_backloaded_0_seed20260521_off1140,2,A,ALL_ACCEPT,0.0035913806863528963,0.015228426395939132,0.015228426395939132,44,0.8979591836734694,47,3,48,0.044444444444444425,4,0,4,3.2951277636937295,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,NONE_ACCEPT,-0.9800478850758182,-0.9847715736040609,-0.949238578680203,-5,-0.10204081632653061,-199,-194,-265,-0.24537037037037038,-9,-7,-2,-12.933453819982917,,-46,-1,0,0,-105,-70,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q10,0.002394253790901857,0.010152284263959421,0.010152284263959421,23,0.4693877551020408,25,2,26,0.024074074074074053,3,0,3,1.7450791881286314,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q25,-0.0011971268954510395,-0.0050761421319796,-0.0050761421319796,4,0.0816326530612245,3,-1,3,0.002777777777777768,0,0,0,0.15951378212959177,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q50,-0.11292897047086992,-0.3248730964467005,-0.30964467005076135,-2,-0.04081632653061225,-66,-64,-69,-0.06388888888888888,-5,-3,-2,-5.51030057985524,0.3999999999999915,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q60,-0.16201117318435765,-0.42131979695431465,-0.3908629441624365,-4,-0.0816326530612245,-87,-83,-91,-0.08425925925925926,-8,-6,-2,-6.843304183298802,1.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q70,-0.2170790103750999,-0.4974619289340101,-0.4619289340101522,-5,-0.10204081632653061,-103,-98,-112,-0.10370370370370371,-9,-7,-2,-7.917084120226395,1.0,-46,-1,0,0,-105,-62,-85,-46
